ma_nhan_vien,ho_ten,ho_ten_chuan,don_vi,chuc_vu,email
NV018015,Đỗ Minh Tuấn,do minh tuan,Phòng Đào tạo - Cục Tham mưu (BQP),Trưởng nhóm,nv018015@donvi.gov.vn
NV018016,Nguyễn Minh Hải,nguyen minh hai,Phòng Tác chiến - Cục Chính trị (BQP),Chuyên viên,nv018016@donvi.gov.vn
NV018017,Lê Bích Phương,le bich phuong,Phòng Tác chiến - Cục Quân huấn (CA),Thành viên,nv018017@donvi.gov.vn
NV018018,Huỳnh Ngọc Phương,huynh ngoc phuong,Phòng Hành chính - Cục Kế hoạch - Tài chính (CA),Nhân viên,nv018018@donvi.gov.vn
NV018019,Hồ Bích Hà,ho bich ha,Phòng Đào tạo - Cục Kỹ thuật (BQP),Chuyên viên chính,nv018019@donvi.gov.vn
NV018020,Trần Văn Khang,tran van khang,Phòng Đào tạo - Cục Quân huấn (CA),Chuyên viên chính,nv018020@donvi.gov.vn
NV018021,Nguyễn Thành Long,nguyen thanh long,Phòng Tác chiến - Cục Kế hoạch - Tài chính (BQP),Trưởng nhóm,nv018021@donvi.gov.vn
NV018022,Ngô Thành Sơn,ngo thanh son,Phòng Đào tạo - Cục Chính trị (BQP),Chuyên viên chính,nv018022@donvi.gov.vn
NV018023,Trần Thu Chi,tran thu chi,Phòng Tác chiến - Cục Chính trị (BQP),Nhân viên,nv018023@donvi.gov.vn
NV018024,Vũ Thu Huyền,vu thu huyen,Phòng Thanh tra - Cục Tổ chức cán bộ (CA),Nhân viên,nv018024@donvi.gov.vn
NV018025,Hồ Đức Sơn,ho duc son,Phòng Thanh tra - Cục Kế hoạch - Tài chính (BQP),Chuyên viên,nv018025@donvi.gov.vn
NV018026,Huỳnh Hồng Dung,huynh hong dung,Phòng Tác chiến - Cục Kế hoạch - Tài chính (BQP),Nhân viên,nv018026@donvi.gov.vn
NV018027,Hoàng Hữu Dũng,hoang huu dung,Phòng Thanh tra - Cục Kế hoạch - Tài chính (CA),Trưởng phòng,nv018027@donvi.gov.vn
NV018028,Ngô Kim Nhung,ngo kim nhung,Phòng Kỹ thuật - Cục Tổ chức cán bộ (CA),Phó trưởng phòng,nv018028@donvi.gov.vn
NV018029,Huỳnh Quốc Phong,huynh quoc phong,Phòng Pháp chế - Cục Kế hoạch - Tài chính (CA),Phó trưởng phòng,nv018029@donvi.gov.vn
NV018030,Phan Bích Phương,phan bich phuong,Phòng Thanh tra - Cục Tổ chức cán bộ (CA),Trưởng phòng,nv018030@donvi.gov.vn
NV018031,Hoàng Kim Thủy,hoang kim thuy,Phòng Nhân sự - Cục Tham mưu (CA),Thành viên,nv018031@donvi.gov.vn
NV018032,Hồ Ngọc Chi,ho ngoc chi,Phòng Hành chính - Cục Tham mưu (BQP),Nhân viên,nv018032@donvi.gov.vn
NV018033,Lê Thành Bình,le thanh binh,Phòng Nhân sự - Cục Tham mưu (BQP),Trưởng nhóm,nv018033@donvi.gov.vn
NV018034,Phan Thu Nga,phan thu nga,Phòng Truyền thông - Cục Tham mưu (BQP),Trưởng nhóm,nv018034@donvi.gov.vn
NV018035,Phạm Đức Việt,pham duc viet,Phòng Pháp chế - Cục Tác chiến (BQP),Phó trưởng phòng,nv018035@donvi.gov.vn
NV018036,Vũ Bích Lan,vu bich lan,Phòng Pháp chế - Cục Tác chiến (BQP),Trưởng nhóm,nv018036@donvi.gov.vn
NV018037,Vũ Công Hải,vu cong hai,Phòng Truyền thông - Cục Chính trị (CA),Trưởng nhóm,nv018037@donvi.gov.vn
NV018038,Đỗ Thành Hải,do thanh hai,Phòng Đào tạo - Cục Kỹ thuật (BQP),Thành viên,nv018038@donvi.gov.vn
NV018039,Hồ Thu Hà,ho thu ha,Phòng Nhân sự - Cục Chính trị (CA),Chuyên viên,nv018039@donvi.gov.vn
NV018040,Lê Diệu Nhung,le dieu nhung,Phòng Pháp chế - Cục Chính trị (BQP),Chuyên viên chính,nv018040@donvi.gov.vn
NV018041,Lê Văn Tâm,le van tam,Phòng Kỹ thuật - Cục Tổ chức cán bộ (CA),Chuyên viên chính,nv018041@donvi.gov.vn
NV018042,Phạm Thành An,pham thanh an,Phòng Truyền thông - Cục Chính trị (CA),Trưởng phòng,nv018042@donvi.gov.vn
NV018043,Võ Bích Hoa,vo bich hoa,Phòng Công nghệ - Cục Chính trị (BQP),Trưởng phòng,nv018043@donvi.gov.vn
NV018044,Hồ Ngọc Vy,ho ngoc vy,Phòng Kỹ thuật - Cục Tham mưu (BQP),Phó trưởng phòng,nv018044@donvi.gov.vn
NV018045,Nguyễn Thành Thắng,nguyen thanh thang,Phòng Đào tạo - Cục Kỹ thuật (BQP),Chuyên viên,nv018045@donvi.gov.vn
NV018046,Lý Quốc Bình,ly quoc binh,Phòng Đào tạo - Cục Chính trị (BQP),Chuyên viên chính,nv018046@donvi.gov.vn
NV018047,Hoàng Bích Hà,hoang bich ha,Phòng Đào tạo - Cục Tham mưu (BQP),Nhân viên,nv018047@donvi.gov.vn
NV018048,Phạm Thu Thủy,pham thu thuy,Phòng Đào tạo - Cục Kỹ thuật (BQP),Phó trưởng phòng,nv018048@donvi.gov.vn
NV018049,Vũ Hữu Thắng,vu huu thang,Phòng Tác chiến - Cục Quân huấn (CA),Trưởng nhóm,nv018049@donvi.gov.vn
NV018050,Ngô Ngọc Nga,ngo ngoc nga,Phòng Đào tạo - Cục Chính trị (BQP),Chuyên viên chính,nv018050@donvi.gov.vn
NV018051,Vũ Thành Long,vu thanh long,Phòng Pháp chế - Cục Kế hoạch - Tài chính (CA),Chuyên viên chính,nv018051@donvi.gov.vn
NV018052,Hồ Quốc Sơn,ho quoc son,Phòng Kỹ thuật - Cục Tổ chức cán bộ (CA),Chuyên viên chính,nv018052@donvi.gov.vn
NV018053,Đỗ Đức Tuấn,do duc tuan,Phòng Công nghệ - Cục Chính trị (BQP),Trưởng phòng,nv018053@donvi.gov.vn
NV018054,Ngô Ngọc Phương,ngo ngoc phuong,Phòng Công nghệ - Cục Chính trị (CA),Nhân viên,nv018054@donvi.gov.vn
NV018055,Lý Hữu Đạt,ly huu dat,Phòng Đào tạo - Cục Quân huấn (CA),Chuyên viên,nv018055@donvi.gov.vn
NV018056,Huỳnh Minh An,huynh minh an,Phòng Nhân sự - Cục Tác chiến (BQP),Phó trưởng phòng,nv018056@donvi.gov.vn
NV018057,Lý Ngọc Chi,ly ngoc chi,Phòng Pháp chế - Cục Tác chiến (BQP),Chuyên viên,nv018057@donvi.gov.vn
NV018058,Hồ Kim Lan,ho kim lan,Phòng Tác chiến - Cục Quân huấn (CA),Phó trưởng phòng,nv018058@donvi.gov.vn
NV018059,Ngô Quốc An,ngo quoc an,Phòng Thanh tra - Cục Tổ chức cán bộ (CA),Nhân viên,nv018059@donvi.gov.vn
NV018060,Võ Văn Giang,vo van giang,Phòng Thanh tra - Cục Tham mưu (CA),Trưởng nhóm,nv018060@donvi.gov.vn
NV018061,Vũ Thành Khang,vu thanh khang,Phòng Thanh tra - Cục Kế hoạch - Tài chính (BQP),Chuyên viên chính,nv018061@donvi.gov.vn
NV018062,Dương Thành Long,duong thanh long,Phòng Nhân sự - Cục Tham mưu (CA),Nhân viên,nv018062@donvi.gov.vn
NV018063,Võ Thu Lan,vo thu lan,Phòng Thanh tra - Cục Chính trị (BQP),Chuyên viên,nv018063@donvi.gov.vn
NV018064,Dương Ngọc Yến,duong ngoc yen,Phòng Đào tạo - Cục Quân huấn (CA),Trưởng nhóm,nv018064@donvi.gov.vn
NV018065,Bùi Diệu Yến,bui dieu yen,Phòng Thanh tra - Cục Quân huấn (CA),Chuyên viên chính,nv018065@donvi.gov.vn
NV018066,Hoàng Diệu Trang,hoang dieu trang,Phòng Đào tạo - Cục Chính trị (BQP),Nhân viên,nv018066@donvi.gov.vn
NV018067,Bùi Ngọc Chi,bui ngoc chi,Phòng Nhân sự - Cục Kế hoạch - Tài chính (BQP),Nhân viên,nv018067@donvi.gov.vn
NV018068,Lê Diệu Hoa,le dieu hoa,Phòng Kỹ thuật - Cục Tham mưu (BQP),Nhân viên,nv018068@donvi.gov.vn
NV018069,Lê Ngọc Trang,le ngoc trang,Phòng Thanh tra - Cục Kế hoạch - Tài chính (CA),Chuyên viên,nv018069@donvi.gov.vn
NV018070,Ngô Công Bình,ngo cong binh,Phòng Công nghệ - Cục Tác chiến (BQP),Chuyên viên,nv018070@donvi.gov.vn
NV018071,Dương Thu Thảo,duong thu thao,Phòng Nhân sự - Cục Quân huấn (CA),Nhân viên,nv018071@donvi.gov.vn
NV018072,Phan Kim Nga,phan kim nga,Phòng Truyền thông - Cục Tham mưu (CA),Chuyên viên,nv018072@donvi.gov.vn
NV018073,Đỗ Đức Tâm,do duc tam,Phòng Thanh tra - Cục Kế hoạch - Tài chính (CA),Chuyên viên,nv018073@donvi.gov.vn
NV018074,Phan Văn Giang,phan van giang,Phòng Kỹ thuật - Cục Tham mưu (BQP),Trưởng nhóm,nv018074@donvi.gov.vn
NV018075,Phan Thành Phong,phan thanh phong,Phòng Thanh tra - Cục Tham mưu (CA),Thành viên,nv018075@donvi.gov.vn
NV018076,Phạm Đức An,pham duc an,Phòng Pháp chế - Cục Tham mưu (CA),Nhân viên,nv018076@donvi.gov.vn
NV018077,Lý Diệu Trang,ly dieu trang,Phòng Thanh tra - Cục Tham mưu (CA),Thành viên,nv018077@donvi.gov.vn
NV018078,Đặng Kim Hà,dang kim ha,Phòng Tác chiến - Cục Quân huấn (CA),Trưởng nhóm,nv018078@donvi.gov.vn
NV018079,Hồ Thị Xuân,ho thi xuan,Phòng Nhân sự - Cục Kế hoạch - Tài chính (BQP),Phó trưởng phòng,nv018079@donvi.gov.vn
NV018080,Hồ Đức Dũng,ho duc dung,Phòng Truyền thông - Cục Kỹ thuật (BQP),Nhân viên,nv018080@donvi.gov.vn
NV018081,Đặng Bích Anh,dang bich anh,Phòng Thanh tra - Cục Quân huấn (CA),Chuyên viên,nv018081@donvi.gov.vn
NV018082,Lê Văn Thắng,le van thang,Phòng Pháp chế - Cục Tác chiến (BQP),Trưởng phòng,nv018082@donvi.gov.vn
NV018083,Hoàng Kim Huyền,hoang kim huyen,Phòng Hành chính - Cục Tham mưu (CA),Trưởng phòng,nv018083@donvi.gov.vn
NV018084,Hồ Công Dũng,ho cong dung,Phòng Kỹ thuật - Cục Tổ chức cán bộ (CA),Thành viên,nv018084@donvi.gov.vn
NV018085,Huỳnh Công Hùng,huynh cong hung,Phòng Nhân sự - Cục Quân huấn (CA),Thành viên,nv018085@donvi.gov.vn
NV018086,Bùi Hữu Hùng,bui huu hung,Phòng Công nghệ - Cục Chính trị (CA),Chuyên viên chính,nv018086@donvi.gov.vn
NV018087,Đỗ Văn Sơn,do van son,Phòng Thanh tra - Cục Kế hoạch - Tài chính (CA),Trưởng nhóm,nv018087@donvi.gov.vn
NV018088,Lê Hồng Lan,le hong lan,Phòng Truyền thông - Cục Chính trị (CA),Nhân viên,nv018088@donvi.gov.vn
NV018089,Võ Bích Vy,vo bich vy,Phòng Tác chiến - Cục Chính trị (CA),Trưởng nhóm,nv018089@donvi.gov.vn
NV018090,Huỳnh Bích Nga,huynh bich nga,Phòng Nhân sự - Cục Chính trị (BQP),Thành viên,nv018090@donvi.gov.vn
NV018091,Lê Diệu Mai,le dieu mai,Phòng Pháp chế - Cục Chính trị (BQP),Trưởng phòng,nv018091@donvi.gov.vn
NV018092,Lý Quốc Nam,ly quoc nam,Phòng Kỹ thuật - Cục Kế hoạch - Tài chính (BQP),Trưởng nhóm,nv018092@donvi.gov.vn
NV018093,Hoàng Kim Dung,hoang kim dung,Phòng Kỹ thuật - Cục Tham mưu (BQP),Thành viên,nv018093@donvi.gov.vn
NV018094,Đỗ Quốc An,do quoc an,Phòng Đào tạo - Cục Quân huấn (CA),Trưởng nhóm,nv018094@donvi.gov.vn
NV018095,Huỳnh Công Hải,huynh cong hai,Phòng Thanh tra - Cục Kế hoạch - Tài chính (BQP),Nhân viên,nv018095@donvi.gov.vn
NV018096,Vũ Quốc Hải,vu quoc hai,Phòng Thanh tra - Cục Chính trị (BQP),Chuyên viên chính,nv018096@donvi.gov.vn
NV018097,Bùi Thị Thảo,bui thi thao,Phòng Nhân sự - Cục Tham mưu (BQP),Trưởng nhóm,nv018097@donvi.gov.vn
NV018098,Lê Thành Thắng,le thanh thang,Phòng Kỹ thuật - Cục Kế hoạch - Tài chính (BQP),Thành viên,nv018098@donvi.gov.vn
NV018099,Trần Thành Bình,tran thanh binh,Phòng Tác chiến - Cục Chính trị (BQP),Nhân viên,nv018099@donvi.gov.vn
NV018100,Hồ Văn Thắng,ho van thang,Phòng Tác chiến - Cục Kỹ thuật (BQP),Chuyên viên chính,nv018100@donvi.gov.vn
NV018101,Đặng Minh Quang,dang minh quang,Phòng Hành chính - Cục Tham mưu (CA),Phó trưởng phòng,nv018101@donvi.gov.vn
NV018102,Lý Thị Hoa,ly thi hoa,Phòng Truyền thông - Cục Kỹ thuật (BQP),Trưởng nhóm,nv018102@donvi.gov.vn
NV018103,Huỳnh Diệu Chi,huynh dieu chi,Phòng Hành chính - Cục Tham mưu (CA),Trưởng nhóm,nv018103@donvi.gov.vn
NV018104,Nguyễn Kim Mai,nguyen kim mai,Phòng Pháp chế - Cục Tác chiến (BQP),Thành viên,nv018104@donvi.gov.vn
NV018105,Phan Kim Trang,phan kim trang,Phòng Công nghệ - Cục Chính trị (CA),Chuyên viên chính,nv018105@donvi.gov.vn
NV018106,Hoàng Minh Cường,hoang minh cuong,Phòng Hành chính - Cục Kế hoạch - Tài chính (CA),Chuyên viên chính,nv018106@donvi.gov.vn
NV018107,Võ Văn Quang,vo van quang,Phòng Nhân sự - Cục Tham mưu (BQP),Phó trưởng phòng,nv018107@donvi.gov.vn
NV018108,Hồ Bích Linh,ho bich linh,Phòng Công nghệ - Cục Chính trị (CA),Chuyên viên chính,nv018108@donvi.gov.vn
NV018109,Nguyễn Kim Anh,nguyen kim anh,Phòng Nhân sự - Cục Chính trị (CA),Phó trưởng phòng,nv018109@donvi.gov.vn
NV018110,Đặng Diệu Hà,dang dieu ha,Phòng Công nghệ - Cục Tác chiến (BQP),Thành viên,nv018110@donvi.gov.vn
NV018111,Trần Bích Lan,tran bich lan,Phòng Thanh tra - Cục Quân huấn (CA),Trưởng nhóm,nv018111@donvi.gov.vn
NV018112,Võ Minh Sơn,vo minh son,Phòng Đào tạo - Cục Kỹ thuật (BQP),Phó trưởng phòng,nv018112@donvi.gov.vn
NV018113,Lê Minh Tâm,le minh tam,Phòng Nhân sự - Cục Chính trị (BQP),Chuyên viên,nv018113@donvi.gov.vn
NV018114,Phạm Bích Thủy,pham bich thuy,Phòng Đào tạo - Cục Quân huấn (CA),Chuyên viên,nv018114@donvi.gov.vn
NV018115,Hoàng Diệu Lan,hoang dieu lan,Phòng Thanh tra - Cục Quân huấn (CA),Chuyên viên,nv018115@donvi.gov.vn
NV018116,Đặng Bích Phương,dang bich phuong,Phòng Tác chiến - Cục Kế hoạch - Tài chính (BQP),Chuyên viên chính,nv018116@donvi.gov.vn
NV018117,Trần Đức Sơn,tran duc son,Phòng Thanh tra - Cục Kế hoạch - Tài chính (BQP),Chuyên viên chính,nv018117@donvi.gov.vn
NV018118,Lê Công Quang,le cong quang,Phòng Nhân sự - Cục Kế hoạch - Tài chính (BQP),Chuyên viên chính,nv018118@donvi.gov.vn
NV018119,Phạm Minh Giang,pham minh giang,Phòng Kỹ thuật - Cục Tổ chức cán bộ (CA),Phó trưởng phòng,nv018119@donvi.gov.vn
NV018120,Phạm Minh Khang,pham minh khang,Phòng Thanh tra - Cục Kế hoạch - Tài chính (CA),Nhân viên,nv018120@donvi.gov.vn
NV018121,Trần Bích Vy,tran bich vy,Phòng Đào tạo - Cục Tham mưu (BQP),Trưởng phòng,nv018121@donvi.gov.vn
NV018122,Vũ Diệu Huyền,vu dieu huyen,Phòng Truyền thông - Cục Tham mưu (BQP),Phó trưởng phòng,nv018122@donvi.gov.vn
NV018123,Dương Ngọc Hoa,duong ngoc hoa,Phòng Truyền thông - Cục Tham mưu (BQP),Nhân viên,nv018123@donvi.gov.vn
NV018124,Dương Kim Hoa,duong kim hoa,Phòng Tác chiến - Cục Chính trị (BQP),Phó trưởng phòng,nv018124@donvi.gov.vn
NV018125,Vũ Công Tuấn,vu cong tuan,Phòng Nhân sự - Cục Tham mưu (CA),Trưởng nhóm,nv018125@donvi.gov.vn
NV018126,Hoàng Kim Hà,hoang kim ha,Phòng Công nghệ - Cục Chính trị (BQP),Nhân viên,nv018126@donvi.gov.vn
NV018127,Dương Thành Phong,duong thanh phong,Phòng Pháp chế - Cục Kế hoạch - Tài chính (CA),Chuyên viên,nv018127@donvi.gov.vn
NV018128,Đỗ Công Sơn,do cong son,Phòng Truyền thông - Cục Tham mưu (CA),Chuyên viên chính,nv018128@donvi.gov.vn
NV018129,Phạm Ngọc Thủy,pham ngoc thuy,Phòng Công nghệ - Cục Chính trị (CA),Thành viên,nv018129@donvi.gov.vn
NV018130,Dương Diệu Mai,duong dieu mai,Phòng Tác chiến - Cục Kỹ thuật (BQP),Thành viên,nv018130@donvi.gov.vn
NV018131,Hoàng Hữu An,hoang huu an,Phòng Tác chiến - Cục Chính trị (BQP),Chuyên viên,nv018131@donvi.gov.vn
NV018132,Đặng Công Nam,dang cong nam,Phòng Nhân sự - Cục Quân huấn (CA),Nhân viên,nv018132@donvi.gov.vn
NV018133,Trần Bích Linh,tran bich linh,Phòng Công nghệ - Cục Tác chiến (BQP),Trưởng nhóm,nv018133@donvi.gov.vn
NV018134,Phạm Bích Chi,pham bich chi,Phòng Kỹ thuật - Cục Kế hoạch - Tài chính (BQP),Trưởng nhóm,nv018134@donvi.gov.vn
NV018135,Huỳnh Thành An,huynh thanh an,Phòng Tác chiến - Cục Chính trị (CA),Phó trưởng phòng,nv018135@donvi.gov.vn
NV018136,Nguyễn Công Bình,nguyen cong binh,Phòng Công nghệ - Cục Tác chiến (BQP),Nhân viên,nv018136@donvi.gov.vn
NV018137,Vũ Thu Hà,vu thu ha,Phòng Đào tạo - Cục Tham mưu (BQP),Nhân viên,nv018137@donvi.gov.vn
NV018138,Nguyễn Đức Giang,nguyen duc giang,Phòng Hành chính - Cục Tham mưu (BQP),Chuyên viên chính,nv018138@donvi.gov.vn
NV018139,Huỳnh Hữu Bình,huynh huu binh,Phòng Nhân sự - Cục Tham mưu (BQP),Phó trưởng phòng,nv018139@donvi.gov.vn
NV018140,Hoàng Thị Phương,hoang thi phuong,Phòng Tác chiến - Cục Tham mưu (CA),Chuyên viên,nv018140@donvi.gov.vn
NV018141,Phan Diệu Hoa,phan dieu hoa,Phòng Kỹ thuật - Cục Tham mưu (BQP),Trưởng phòng,nv018141@donvi.gov.vn
NV018142,Nguyễn Đức Nam,nguyen duc nam,Phòng Công nghệ - Cục Chính trị (CA),Thành viên,nv018142@donvi.gov.vn
NV018143,Lê Thành Long,le thanh long,Phòng Pháp chế - Cục Chính trị (BQP),Thành viên,nv018143@donvi.gov.vn
NV018144,Phạm Kim Hà,pham kim ha,Phòng Nhân sự - Cục Tác chiến (BQP),Phó trưởng phòng,nv018144@donvi.gov.vn
NV018145,Hoàng Diệu Vy,hoang dieu vy,Phòng Hành chính - Cục Tham mưu (CA),Nhân viên,nv018145@donvi.gov.vn
NV018146,Phạm Bích Chi,pham bich chi,Phòng Tác chiến - Cục Kế hoạch - Tài chính (CA),Chuyên viên,nv018146@donvi.gov.vn
NV018147,Trần Thu Vy,tran thu vy,Phòng Thanh tra - Cục Kế hoạch - Tài chính (CA),Trưởng phòng,nv018147@donvi.gov.vn
NV018148,Lê Thu Nhung,le thu nhung,Phòng Hành chính - Cục Tham mưu (BQP),Trưởng phòng,nv018148@donvi.gov.vn
NV018149,Phạm Thị Dung,pham thi dung,Phòng Pháp chế - Cục Chính trị (BQP),Trưởng nhóm,nv018149@donvi.gov.vn
NV018150,Nguyễn Bích Nga,nguyen bich nga,Phòng Thanh tra - Cục Kế hoạch - Tài chính (BQP),Nhân viên,nv018150@donvi.gov.vn
NV018151,Ngô Diệu Thảo,ngo dieu thao,Phòng Hành chính - Cục Tham mưu (BQP),Trưởng phòng,nv018151@donvi.gov.vn
NV018152,Ngô Thu Dung,ngo thu dung,Phòng Thanh tra - Cục Quân huấn (CA),Thành viên,nv018152@donvi.gov.vn
NV018153,Lê Thành Phong,le thanh phong,Phòng Pháp chế - Cục Chính trị (BQP),Trưởng nhóm,nv018153@donvi.gov.vn
NV018154,Phạm Đức Sơn,pham duc son,Phòng Hành chính - Cục Tham mưu (BQP),Trưởng phòng,nv018154@donvi.gov.vn
NV018155,Bùi Bích Linh,bui bich linh,Phòng Tác chiến - Cục Quân huấn (CA),Trưởng phòng,nv018155@donvi.gov.vn
NV018156,Hồ Đức Khang,ho duc khang,Phòng Tác chiến - Cục Chính trị (CA),Chuyên viên chính,nv018156@donvi.gov.vn
NV018157,Lê Diệu Huyền,le dieu huyen,Phòng Tác chiến - Cục Kế hoạch - Tài chính (BQP),Nhân viên,nv018157@donvi.gov.vn
NV018158,Phạm Bích Lan,pham bich lan,Phòng Đào tạo - Cục Quân huấn (CA),Chuyên viên,nv018158@donvi.gov.vn
NV018159,Lê Minh Dũng,le minh dung,Phòng Pháp chế - Cục Tác chiến (BQP),Phó trưởng phòng,nv018159@donvi.gov.vn
NV018160,Đỗ Quốc Việt,do quoc viet,Phòng Nhân sự - Cục Tham mưu (CA),Nhân viên,nv018160@donvi.gov.vn
NV018161,Ngô Kim Thủy,ngo kim thuy,Phòng Đào tạo - Cục Kỹ thuật (BQP),Trưởng nhóm,nv018161@donvi.gov.vn
NV018162,Nguyễn Minh An,nguyen minh an,Phòng Kỹ thuật - Cục Tham mưu (BQP),Nhân viên,nv018162@donvi.gov.vn
NV018163,Nguyễn Bích Mai,nguyen bich mai,Phòng Công nghệ - Cục Tổ chức cán bộ (CA),Phó trưởng phòng,nv018163@donvi.gov.vn
NV018164,Trần Văn Long,tran van long,Phòng Đào tạo - Cục Tham mưu (BQP),Nhân viên,nv018164@donvi.gov.vn
NV018165,Võ Quốc Giang,vo quoc giang,Phòng Truyền thông - Cục Tham mưu (BQP),Thành viên,nv018165@donvi.gov.vn
NV018166,Trần Hồng Anh,tran hong anh,Phòng Truyền thông - Cục Chính trị (CA),Nhân viên,nv018166@donvi.gov.vn
NV018167,Trần Minh Giang,tran minh giang,Phòng Công nghệ - Cục Chính trị (BQP),Chuyên viên chính,nv018167@donvi.gov.vn
NV018168,Đặng Minh Long,dang minh long,Phòng Thanh tra - Cục Chính trị (BQP),Phó trưởng phòng,nv018168@donvi.gov.vn
NV018169,Dương Hồng Phương,duong hong phuong,Phòng Nhân sự - Cục Tham mưu (BQP),Trưởng phòng,nv018169@donvi.gov.vn
NV018170,Nguyễn Hồng Phương,nguyen hong phuong,Phòng Hành chính - Cục Tham mưu (CA),Trưởng nhóm,nv018170@donvi.gov.vn
NV018171,Phan Thành Quang,phan thanh quang,Phòng Tác chiến - Cục Kế hoạch - Tài chính (BQP),Thành viên,nv018171@donvi.gov.vn
NV018172,Phạm Thị Huyền,pham thi huyen,Phòng Nhân sự - Cục Tham mưu (BQP),Chuyên viên chính,nv018172@donvi.gov.vn
NV018173,Trần Hồng Thủy,tran hong thuy,Phòng Công nghệ - Cục Tổ chức cán bộ (CA),Phó trưởng phòng,nv018173@donvi.gov.vn
NV018174,Dương Hữu Bình,duong huu binh,Phòng Thanh tra - Cục Quân huấn (CA),Nhân viên,nv018174@donvi.gov.vn
NV018175,Đỗ Hữu Nam,do huu nam,Phòng Công nghệ - Cục Chính trị (BQP),Chuyên viên chính,nv018175@donvi.gov.vn
NV018176,Ngô Đức Khang,ngo duc khang,Phòng Công nghệ - Cục Chính trị (BQP),Thành viên,nv018176@donvi.gov.vn
NV018177,Hồ Thành Dũng,ho thanh dung,Phòng Pháp chế - Cục Tác chiến (BQP),Trưởng nhóm,nv018177@donvi.gov.vn
NV018178,Đặng Quốc Tâm,dang quoc tam,Phòng Pháp chế - Cục Tham mưu (CA),Chuyên viên,nv018178@donvi.gov.vn
